QUOTE,LIKES,AUTHOR,TITLE,TAGS,processed_quote,original_quote,topic,topic_prob,sentiment_label,sentiment_score,sentiment_value,primary_emotion,emotion_score
"The first principle of value that we need to rediscover is this: that all reality hinges on moral foundations. In other words, that this is a moral universe, and that there are moral laws of the universe just as abiding as the physical laws. (from ""Rediscovering Lost Values"")",93,Martin Luther King Jr.,"A Knock at Midnight: Inspiration from the Great Sermons of Reverend Martin Luther King, Jr.","['morals', 'physics', 'universe', 'values']",first principle value rediscover reality hinges moral foundations words moral universe moral laws universe abiding physical laws rediscovering lost values,"The first principle of value that we need to rediscover is this: that all reality hinges on moral foundations. In other words, that this is a moral universe, and that there are moral laws of the universe just as abiding as the physical laws. (from ""Rediscovering Lost Values"")",-1,0.0,NEGATIVE,0.9340208768844604,-0.9340208768844604,realization,0.1879592090845108
"When you choose one way out of many, all the ways you don't take are snuffed out like candles, as if they'd never existed. At that moment all Will's choices existed at once. But to keep them all in existence meant doing nothing. He had to choose, after all.",50,Philip Pullman,The Golden Compass,,choose one way many ways take snuffed candles never existed moment will's choices existed keep existence meant nothing choose,"When you choose one way out of many, all the ways you don't take are snuffed out like candles, as if they'd never existed. At that moment all Will's choices existed at once. But to keep them all in existence meant doing nothing. He had to choose, after all.",0,0.6328075036156712,NEGATIVE,0.9963201284408569,-0.9963201284408569,confusion,0.15037934482097626
She had a way of embroidering life with stars.,67,L.M. Montgomery,Chronicles of Avonlea,,way embroidering life stars,She had a way of embroidering life with stars.,0,1.0,POSITIVE,0.999395489692688,0.999395489692688,disapproval,0.14632079005241394
"When you can stop you don't want to, and when you want to stop, you can't...",195,Luke Davies,Candy,[],stop want want stop can't,"When you can stop you don't want to, and when you want to stop, you can't...",0,1.0,NEGATIVE,0.9965183734893799,-0.9965183734893799,realization,0.20199300348758698
Can you believe our Ash is getting laid? Our baby is growing up. I'm so proud!,149,Sherrilyn Kenyon,Acheron,[],believe ash getting laid baby growing proud,Can you believe our Ash is getting laid? Our baby is growing up. I'm so proud!,0,0.7426825246204183,POSITIVE,0.9998524188995361,0.9998524188995361,pride,0.2133556455373764
"Love easily confuses us because it is always in flux between illusion and substance, between memory and wish, between contentment and need.",485,Tom Robbins,Even Cowgirls Get the Blues,,love easily confuses us always flux illusion substance memory wish contentment,"Love easily confuses us because it is always in flux between illusion and substance, between memory and wish, between contentment and need.",0,0.6735039879469937,NEGATIVE,0.8591051697731018,-0.8591051697731018,confusion,0.5193893909454346
But what seems like a reasonable distance to one person might feel too far to somebody else.,331,Haruki Murakami,After Dark,,seems reasonable distance one person feel far somebody else,But what seems like a reasonable distance to one person might feel too far to somebody else.,0,0.5521759400682589,NEGATIVE,0.9952864050865173,-0.9952864050865173,realization,0.11293911933898926
"No one could really hate a saint, could they? They can't really hate God either. When they want to Hate Him and His saints they have to find something like themselves and pretends it's God and hate that.",54,Evelyn Waugh,Brideshead Revisited: The Sacred And Profane Memories Of Captain Charles Ryder,[],one really hate saint can't really hate god either want hate saints find something pretends god hate,"No one could really hate a saint, could they? They can't really hate God either. When they want to Hate Him and His saints they have to find something like themselves and pretends it's God and hate that.",-1,0.0,NEGATIVE,0.9981940388679504,-0.9981940388679504,desire,0.17816472053527832
"I realized that the deepest spiritual lessons are not learned by His letting us have our way in the end, but by His making us wait, bearing with us in love and patience until we are able to honestly to pray what He taught His disciples to pray: Thy will be done.",283,Elisabeth Elliot,Passion and Purity: Learning to Bring Your Love Life Under Christ's Control,"['lessons', 'love', 'patience', 'waiting']",realized deepest spiritual lessons learned letting us way end making us wait bearing us love patience able honestly pray taught disciples pray thy done,"I realized that the deepest spiritual lessons are not learned by His letting us have our way in the end, but by His making us wait, bearing with us in love and patience until we are able to honestly to pray what He taught His disciples to pray: Thy will be done.",-1,0.0,POSITIVE,0.9712805151939392,0.9712805151939392,realization,0.3688725233078003
"So many humans. So many colours. They keep triggering inside me. They harass my memory. I see them tall in their heaps, all mounted on top of each other. There is air like plastic, a horizon like setting glue. There are skies manufactured by people, punctured and leaking, and there are soft, coal-coloured clouds, beating, like black hearts. And then. There is death. Making his way through all of it. On the surface: unflappable, unwavering. Below: unnerved, untied, and undone.",60,Markus Zusak,The Book Thief,,many humans many colours keep triggering inside harass memory see tall heaps mounted top air plastic horizon setting glue skies manufactured people punctured leaking soft coal coloured clouds beating black hearts death making way surface unflappable unwavering unnerved untied undone,"So many humans. So many colours. They keep triggering inside me. They harass my memory. I see them tall in their heaps, all mounted on top of each other. There is air like plastic, a horizon like setting glue. There are skies manufactured by people, punctured and leaking, and there are soft, coal-coloured clouds, beating, like black hearts. And then. There is death. Making his way through all of it. On the surface: unflappable, unwavering. Below: unnerved, untied, and undone.",-1,0.0,NEGATIVE,0.7753739356994629,-0.7753739356994629,fear,0.10421469062566757
"How did you—”
“Fool your guards? They’re not very good. They forgot to check the ceiling for spiders.” Valek grinned. His angular face softened. Startled, I realized he wasn’t in disguise. “This is dangerous.”
“I knew falling for you was dangerous, love.",75,Maria V. Snyder,Magic Study,['yelena'],fool guards good forgot check ceiling spiders valek grinned angular face softened startled realized disguise dangerous knew falling dangerous love,"How did you—”
“Fool your guards? They’re not very good. They forgot to check the ceiling for spiders.” Valek grinned. His angular face softened. Startled, I realized he wasn’t in disguise. “This is dangerous.”
“I knew falling for you was dangerous, love.",-1,0.0,POSITIVE,0.64512699842453,0.64512699842453,surprise,0.182478666305542
"I stabbed you. With a massive sword. You caught on fire.""
His lips twitched, almost imperceptibly. ""Okay, so maybe our problems aren't like other couples.",1216,Cassandra Clare,City of Lost Souls,"['jace', 'repartee']",stabbed massive sword caught fire lips twitched almost imperceptibly okay maybe problems couples,"I stabbed you. With a massive sword. You caught on fire.""
His lips twitched, almost imperceptibly. ""Okay, so maybe our problems aren't like other couples.",-1,0.0,NEGATIVE,0.9211026430130005,-0.9211026430130005,anger,0.17311403155326843
